store,weekday,hour,predicted_visitors,predicted_sales_yen,demand_minutes,fixed_minutes,required_staff,current_staff,staff_gap
店舗01,5,8,26.875,65141.25,72.5625,105,4,3,1
店舗01,5,9,27.0,63708.125,72.9,105,4,3,1
店舗01,5,10,32.125,73364.75,86.73750000000001,48,3,3,0
店舗01,5,11,40.0,93413.375,108.0,48,4,3,1
店舗01,5,12,43.875,97360.875,118.4625,48,4,4,0
店舗01,5,13,38.25,91081.375,103.275,48,4,4,0
店舗01,5,14,34.125,77509.875,92.1375,48,3,3,0
店舗01,5,15,28.625,70997.0,77.28750000000001,48,3,3,0
店舗01,5,16,32.25,76339.5,87.075,48,3,3,0
店舗01,5,17,42.125,99944.375,113.73750000000001,48,4,4,0
店舗01,5,18,48.25,116399.0,130.275,48,4,4,0
店舗01,5,19,42.75,100592.625,115.42500000000001,48,4,4,0
店舗01,5,20,33.5,78025.25,90.45,105,4,3,1
店舗01,5,21,23.625,55797.75,63.7875,105,4,3,1
店舗01,6,8,25.625,60613.375,69.1875,105,4,3,1
店舗01,6,9,25.25,59459.875,68.17500000000001,105,4,3,1
店舗01,6,10,32.25,76625.625,87.075,48,3,3,0
店舗01,6,11,39.25,87407.75,105.97500000000001,48,4,4,0
店舗01,6,12,40.875,94513.75,110.36250000000001,48,4,4,0
店舗01,6,13,37.75,87090.5,101.92500000000001,48,3,3,0
店舗01,6,14,30.625,76315.625,82.6875,48,3,3,0
店舗01,6,15,30.0,70582.375,81.0,48,3,3,0
店舗01,6,16,32.875,75581.0,88.7625,48,3,3,0
店舗01,6,17,42.125,97870.75,113.73750000000001,48,4,4,0
店舗01,6,18,47.625,107256.125,128.5875,48,4,4,0
店舗01,6,19,41.625,97389.875,112.3875,48,4,4,0
店舗01,6,20,32.0,74165.5,86.4,105,4,3,1
店舗01,6,21,27.125,63768.125,73.23750000000001,105,4,3,1
店舗02,0,8,19.875,45457.875,53.6625,105,4,3,1
店舗02,0,9,23.0,56690.375,62.1,105,4,3,1
店舗02,0,10,25.625,59371.25,69.1875,48,3,3,0
店舗02,0,11,37.125,86810.125,100.23750000000001,48,3,4,-1
店舗02,0,12,34.5,84121.0,93.15,48,3,3,0
店舗02,0,13,34.5,83754.125,93.15,48,3,3,0
店舗02,0,14,28.125,66388.875,75.9375,48,3,3,0
店舗02,0,15,24.5,56562.625,66.15,48,3,3,0
店舗02,0,16,28.5,63821.5,76.95,48,3,3,0
店舗02,0,17,35.5,79229.0,95.85000000000001,48,3,3,0
店舗02,0,18,40.5,96539.25,109.35000000000001,48,4,4,0
店舗02,0,19,36.625,85568.875,98.8875,48,3,3,0
店舗02,0,20,30.25,73115.0,81.67500000000001,105,4,3,1
店舗02,0,21,22.75,53268.0,61.425000000000004,105,4,3,1
店舗02,1,8,19.375,43576.0,52.3125,105,4,3,1
店舗02,1,9,23.125,56617.125,62.43750000000001,105,4,3,1
店舗02,1,10,27.25,65603.25,73.575,48,3,2,1
店舗02,1,11,32.75,76250.875,88.42500000000001,48,3,3,0
店舗02,1,12,36.0,85202.125,97.2,48,3,3,0
店舗02,1,13,34.0,79274.75,91.80000000000001,48,3,3,0
店舗02,1,14,27.0,63327.25,72.9,48,3,4,-1
店舗02,1,15,27.875,65197.5,75.2625,48,3,3,0
店舗02,1,16,29.375,67928.5,79.3125,48,3,3,0
店舗02,1,17,38.375,92109.0,103.61250000000001,48,4,4,0
店舗02,1,18,43.875,104398.75,118.4625,48,4,4,0
店舗02,1,19,38.625,91593.625,104.28750000000001,48,4,4,0
店舗02,1,20,29.75,71845.0,80.325,105,4,3,1
店舗02,1,21,24.5,56247.375,66.15,105,4,3,1
店舗02,2,8,25.75,61414.125,69.525,105,4,3,1
店舗02,2,9,24.75,60406.25,66.825,105,4,3,1
店舗02,2,10,26.75,61992.125,72.22500000000001,48,3,2,1
店舗02,2,11,33.25,74309.625,89.775,48,3,3,0
店舗02,2,12,37.875,91539.125,102.2625,48,4,3,1
店舗02,2,13,36.625,86921.625,98.8875,48,3,3,0
店舗02,2,14,29.625,71160.0,79.98750000000001,48,3,3,0
店舗02,2,15,25.125,62066.375,67.8375,48,3,3,0
店舗02,2,16,30.5,72917.5,82.35000000000001,48,3,3,0
店舗02,2,17,35.375,84024.0,95.5125,48,3,3,0
店舗02,2,18,42.0,96432.125,113.4,48,4,4,0
店舗02,2,19,37.375,85846.75,100.91250000000001,48,3,3,0
店舗02,2,20,32.0,75707.0,86.4,105,4,3,1
店舗02,2,21,22.75,53286.125,61.425000000000004,105,4,3,1
店舗02,3,8,20.375,47413.625,55.0125,105,4,3,1
店舗02,3,9,24.375,56356.125,65.8125,105,4,3,1
店舗02,3,10,31.0,73412.5,83.7,48,3,3,0
店舗02,3,11,33.875,78136.0,91.4625,48,3,3,0
店舗02,3,12,37.75,90719.75,101.92500000000001,48,3,3,0
店舗02,3,13,33.875,80741.75,91.4625,48,3,4,-1
店舗02,3,14,28.375,64861.625,76.61250000000001,48,3,3,0
店舗02,3,15,25.75,59027.75,69.525,48,3,3,0
店舗02,3,16,31.75,76009.0,85.72500000000001,48,3,3,0
店舗02,3,17,35.625,85547.75,96.1875,48,3,3,0
店舗02,3,18,41.125,99581.625,111.03750000000001,48,4,4,0
店舗02,3,19,40.125,96392.5,108.3375,48,4,4,0
店舗02,3,20,28.375,66184.5,76.61250000000001,105,4,3,1
店舗02,3,21,23.25,53205.125,62.775000000000006,105,4,3,1
店舗02,4,8,23.25,57585.5,62.775000000000006,105,4,3,1
店舗02,4,9,26.375,62983.0,71.2125,105,4,3,1
店舗02,4,10,30.25,70518.5,81.67500000000001,48,3,3,0
店舗02,4,11,35.75,82929.625,96.525,48,3,3,0
店舗02,4,12,36.625,86545.0,98.8875,48,3,3,0
店舗02,4,13,33.875,79328.25,91.4625,48,3,3,0
店舗02,4,14,30.75,72257.125,83.025,48,3,3,0
店舗02,4,15,25.125,56792.25,67.8375,48,3,3,0
店舗02,4,16,30.25,70359.125,81.67500000000001,48,3,3,0
店舗02,4,17,39.25,94352.0,105.97500000000001,48,4,4,0
店舗02,4,18,43.0,99807.125,116.10000000000001,48,4,4,0
店舗02,4,19,37.625,90548.0,101.5875,48,3,3,0
店舗02,4,20,29.125,68815.875,78.6375,105,4,3,1
店舗02,4,21,22.5,50652.75,60.75000000000001,105,4,3,1
店舗02,5,8,28.0,64831.25,75.60000000000001,105,4,3,1
店舗02,5,9,31.875,73088.0,86.0625,105,4,3,1
店舗02,5,10,36.625,88001.0,98.8875,48,3,3,0
店舗02,5,11,40.25,89286.375,108.67500000000001,48,4,4,0
店舗02,5,12,44.5,106744.625,120.15,48,4,4,0
店舗02,5,13,44.125,97538.375,119.1375,48,4,4,0
店舗02,5,14,34.125,82169.875,92.1375,48,3,3,0
店舗02,5,15,29.75,70014.0,80.325,48,3,3,0
店舗02,5,16,35.5,82275.5,95.85000000000001,48,3,3,0
店舗02,5,17,44.875,103079.875,121.16250000000001,48,4,4,0
店舗02,5,18,50.625,112983.375,136.6875,48,4,4,0
店舗02,5,19,46.375,106400.5,125.2125,48,4,4,0
店舗02,5,20,37.375,85523.125,100.91250000000001,105,5,3,2
店舗02,5,21,26.75,58816.5,72.22500000000001,105,4,3,1
店舗02,6,8,25.25,61511.75,68.17500000000001,105,4,3,1
店舗02,6,9,29.125,68561.625,78.6375,105,4,3,1
店舗02,6,10,37.5,86059.0,101.25,48,3,3,0
店舗02,6,11,42.25,97236.5,114.075,48,4,4,0
店舗02,6,12,43.125,99572.5,116.43750000000001,48,4,4,0
店舗02,6,13,41.125,95808.375,111.03750000000001,48,4,4,0
店舗02,6,14,36.375,84203.875,98.2125,48,3,3,0
店舗02,6,15,30.625,72326.625,82.6875,48,3,2,1
店舗02,6,16,36.875,87883.875,99.5625,48,3,3,0
店舗02,6,17,46.625,102961.75,125.8875,48,4,4,0
店舗02,6,18,51.875,118935.875,140.0625,48,4,4,0
店舗02,6,19,45.625,107892.875,123.18750000000001,48,4,4,0
店舗02,6,20,33.625,80921.75,90.78750000000001,105,4,3,1
店舗02,6,21,26.625,61593.25,71.8875,105,4,4,0
店舗03,0,8,23.5,53042.25,63.45,105,4,3,1
店舗03,0,9,24.0,56389.125,64.80000000000001,105,4,3,1
店舗03,0,10,29.125,69073.125,78.6375,48,3,3,0
店舗03,0,11,34.25,81322.75,92.47500000000001,48,3,3,0
店舗03,0,12,40.75,94603.0,110.025,48,4,4,0
店舗03,0,13,36.125,84275.25,97.53750000000001,48,3,3,0
店舗03,0,14,30.0,68804.625,81.0,48,3,3,0
店舗03,0,15,29.125,67077.375,78.6375,48,3,3,0
店舗03,0,16,27.5,62588.875,74.25,48,3,3,0
店舗03,0,17,40.125,94170.25,108.3375,48,4,4,0
店舗03,0,18,43.625,101589.25,117.78750000000001,48,4,4,0
店舗03,0,19,36.375,85384.25,98.2125,48,3,4,-1
店舗03,0,20,29.375,68626.125,79.3125,105,4,3,1
店舗03,0,21,26.875,62616.75,72.5625,105,4,3,1
店舗03,1,8,22.625,55269.375,61.087500000000006,105,4,4,0
店舗03,1,9,24.0,57889.125,64.80000000000001,105,4,3,1
店舗03,1,10,29.125,65261.75,78.6375,48,3,3,0
店舗03,1,11,37.5,80479.375,101.25,48,3,3,0
店舗03,1,12,43.125,100967.5,116.43750000000001,48,4,4,0
店舗03,1,13,37.5,85435.375,101.25,48,3,3,0
店舗03,1,14,31.875,72713.5,86.0625,48,3,3,0
店舗03,1,15,27.875,63242.0,75.2625,48,3,3,0
店舗03,1,16,30.625,71344.75,82.6875,48,3,3,0
店舗03,1,17,38.875,93781.0,104.9625,48,4,3,1
店舗03,1,18,46.0,107592.5,124.2,48,4,4,0
店舗03,1,19,38.375,90564.5,103.61250000000001,48,4,3,1
店舗03,1,20,28.25,68406.125,76.275,105,4,3,1
店舗03,1,21,25.0,57233.375,67.5,105,4,2,2
店舗03,2,8,22.375,53907.25,60.4125,105,4,3,1
店舗03,2,9,25.75,63368.75,69.525,105,4,3,1
店舗03,2,10,29.375,69583.25,79.3125,48,3,4,-1
店舗03,2,11,38.875,89910.375,104.9625,48,4,4,0
店舗03,2,12,39.0,91564.875,105.30000000000001,48,4,4,0
店舗03,2,13,38.75,86987.625,104.625,48,4,3,1
店舗03,2,14,29.875,72814.625,80.66250000000001,48,3,3,0
店舗03,2,15,27.875,66405.5,75.2625,48,3,3,0
店舗03,2,16,30.875,71668.625,83.36250000000001,48,3,3,0
店舗03,2,17,38.875,89574.0,104.9625,48,4,4,0
店舗03,2,18,45.25,105986.25,122.17500000000001,48,4,4,0
店舗03,2,19,38.125,89131.25,102.9375,48,4,4,0
店舗03,2,20,29.875,69054.5,80.66250000000001,105,4,3,1
店舗03,2,21,26.875,59601.625,72.5625,105,4,3,1
店舗03,3,8,25.625,60560.125,69.1875,105,4,3,1
店舗03,3,9,25.0,58002.375,67.5,105,4,3,1
店舗03,3,10,28.625,68740.75,77.28750000000001,48,3,3,0
店舗03,3,11,36.125,82815.25,97.53750000000001,48,3,4,-1
店舗03,3,12,40.125,102184.625,108.3375,48,4,4,0
店舗03,3,13,36.75,86173.75,99.22500000000001,48,3,3,0
店舗03,3,14,28.625,66433.625,77.28750000000001,48,3,3,0
店舗03,3,15,27.25,63710.125,73.575,48,3,3,0
店舗03,3,16,32.625,76314.75,88.0875,48,3,3,0
店舗03,3,17,37.75,88678.875,101.92500000000001,48,3,4,-1
店舗03,3,18,44.625,104344.25,120.48750000000001,48,4,4,0
店舗03,3,19,38.0,93449.875,102.60000000000001,48,4,3,1
店舗03,3,20,33.0,80124.75,89.10000000000001,105,4,3,1
店舗03,3,21,24.875,53228.125,67.16250000000001,105,4,2,2
店舗03,4,8,21.25,47799.625,57.37500000000001,105,4,3,1
店舗03,4,9,25.75,58586.75,69.525,105,4,3,1
店舗03,4,10,30.0,69823.0,81.0,48,3,3,0
店舗03,4,11,36.375,82365.75,98.2125,48,3,3,0
店舗03,4,12,36.375,85240.375,98.2125,48,3,3,0
店舗03,4,13,37.375,90721.25,100.91250000000001,48,3,4,-1
店舗03,4,14,29.125,72518.25,78.6375,48,3,3,0
店舗03,4,15,26.25,60964.75,70.875,48,3,3,0
店舗03,4,16,32.625,77388.375,88.0875,48,3,3,0
店舗03,4,17,37.25,86985.25,100.575,48,3,3,0
店舗03,4,18,43.875,103822.25,118.4625,48,4,4,0
店舗03,4,19,38.5,90021.125,103.95,48,4,4,0
店舗03,4,20,30.75,72835.625,83.025,105,4,3,1
店舗03,4,21,24.5,56261.125,66.15,105,4,3,1
店舗03,5,8,24.5,58846.75,66.15,105,4,3,1
店舗03,5,9,31.25,73416.0,84.375,105,4,3,1
店舗03,5,10,36.25,83666.75,97.875,48,3,3,0
店舗03,5,11,45.25,108328.5,122.17500000000001,48,4,4,0
店舗03,5,12,48.5,117637.5,130.95000000000002,48,4,4,0
店舗03,5,13,44.75,110994.25,120.825,48,4,4,0
店舗03,5,14,37.625,89870.5,101.5875,48,3,4,-1
店舗03,5,15,32.0,68630.875,86.4,48,3,3,0
店舗03,5,16,39.75,93934.375,107.325,48,4,4,0
店舗03,5,17,47.875,116726.875,129.26250000000002,48,4,4,0
店舗03,5,18,56.0,125932.0,151.20000000000002,48,4,4,0
店舗03,5,19,49.0,115555.625,132.3,48,4,4,0
店舗03,5,20,32.5,77243.5,87.75,105,4,3,1
店舗03,5,21,30.875,72373.875,83.36250000000001,105,4,3,1
店舗03,6,8,26.375,62464.0,71.2125,105,4,3,1
店舗03,6,9,30.25,69668.25,81.67500000000001,105,4,3,1
店舗03,6,10,36.375,86510.875,98.2125,48,3,3,0
店舗03,6,11,44.625,108264.375,120.48750000000001,48,4,4,0
店舗03,6,12,50.75,115083.125,137.025,48,4,4,0
店舗03,6,13,43.875,105329.875,118.4625,48,4,4,0
店舗03,6,14,39.375,86521.5,106.3125,48,4,4,0
店舗03,6,15,31.875,74476.375,86.0625,48,3,3,0
店舗03,6,16,37.625,89874.5,101.5875,48,3,3,0
店舗03,6,17,43.5,100732.125,117.45,48,4,4,0
店舗03,6,18,56.0,132339.875,151.20000000000002,48,4,4,0
店舗03,6,19,50.625,118598.0,136.6875,48,4,4,0
店舗03,6,20,40.375,99197.5,109.0125,105,5,4,1
店舗03,6,21,29.625,69904.375,79.98750000000001,105,4,3,1
店舗04,0,8,24.375,56995.25,65.8125,105,4,3,1
店舗04,0,9,26.125,62012.375,70.53750000000001,105,4,3,1
店舗04,0,10,30.375,72475.625,82.0125,48,3,3,0
店舗04,0,11,40.875,97769.625,110.36250000000001,48,4,4,0
店舗04,0,12,45.5,106143.75,122.85000000000001,48,4,4,0
店舗04,0,13,36.625,84812.75,98.8875,48,3,3,0
店舗04,0,14,34.375,81385.0,92.8125,48,3,3,0
店舗04,0,15,26.75,67666.5,72.22500000000001,48,3,3,0
店舗04,0,16,32.0,78924.25,86.4,48,3,3,0
店舗04,0,17,39.875,92527.75,107.66250000000001,48,4,3,1
店舗04,0,18,45.875,105616.125,123.86250000000001,48,4,4,0
店舗04,0,19,41.5,100005.75,112.05000000000001,48,4,4,0
店舗04,0,20,33.75,77767.875,91.125,105,4,4,0
店舗04,0,21,26.625,61380.75,71.8875,105,4,3,1
店舗04,1,8,27.5,64922.0,74.25,105,4,3,1
店舗04,1,9,25.75,60513.375,69.525,105,4,3,1
店舗04,1,10,32.625,74678.125,88.0875,48,3,3,0
店舗04,1,11,40.25,94407.875,108.67500000000001,48,4,4,0
店舗04,1,12,41.5,95782.25,112.05000000000001,48,4,4,0
店舗04,1,13,36.75,85172.125,99.22500000000001,48,3,4,-1
店舗04,1,14,31.875,72932.125,86.0625,48,3,3,0
店舗04,1,15,29.5,69249.375,79.65,48,3,2,1
店舗04,1,16,29.5,68244.375,79.65,48,3,2,1
店舗04,1,17,43.125,96800.25,116.43750000000001,48,4,4,0
店舗04,1,18,47.375,106265.75,127.91250000000001,48,4,4,0
店舗04,1,19,40.5,93268.125,109.35000000000001,48,4,4,0
店舗04,1,20,32.625,74917.375,88.0875,105,4,3,1
店舗04,1,21,26.875,62733.25,72.5625,105,4,3,1
店舗04,2,8,23.875,55187.875,64.4625,105,4,3,1
店舗04,2,9,28.375,66613.25,76.61250000000001,105,4,4,0
店舗04,2,10,31.375,73483.875,84.7125,48,3,3,0
店舗04,2,11,38.125,89564.75,102.9375,48,4,4,0
店舗04,2,12,40.125,95419.75,108.3375,48,4,4,0
店舗04,2,13,37.875,89696.5,102.2625,48,4,3,1
店舗04,2,14,31.375,72176.0,84.7125,48,3,3,0
店舗04,2,15,26.25,60013.25,70.875,48,3,3,0
店舗04,2,16,33.125,75566.0,89.4375,48,3,3,0
店舗04,2,17,40.125,92588.625,108.3375,48,4,4,0
店舗04,2,18,45.375,109842.125,122.5125,48,4,4,0
店舗04,2,19,38.375,92595.75,103.61250000000001,48,4,3,1
店舗04,2,20,30.125,71172.875,81.3375,105,4,2,2
店舗04,2,21,27.375,64055.75,73.91250000000001,105,4,3,1
店舗04,3,8,23.5,55737.375,63.45,105,4,2,2
店舗04,3,9,25.125,59028.875,67.8375,105,4,3,1
店舗04,3,10,32.625,76492.75,88.0875,48,3,3,0
店舗04,3,11,36.75,87526.375,99.22500000000001,48,3,3,0
店舗04,3,12,41.75,97066.375,112.72500000000001,48,4,4,0
店舗04,3,13,39.75,96065.125,107.325,48,4,4,0
店舗04,3,14,30.375,71637.125,82.0125,48,3,3,0
店舗04,3,15,30.0,69055.75,81.0,48,3,3,0
店舗04,3,16,32.375,76236.125,87.41250000000001,48,3,3,0
店舗04,3,17,41.125,98042.375,111.03750000000001,48,4,4,0
店舗04,3,18,46.0,105611.125,124.2,48,4,4,0
店舗04,3,19,43.375,106059.125,117.11250000000001,48,4,3,1
店舗04,3,20,30.5,72039.875,82.35000000000001,105,4,3,1
店舗04,3,21,24.625,56011.875,66.48750000000001,105,4,3,1
店舗04,4,8,24.5,59019.875,66.15,105,4,3,1
店舗04,4,9,24.75,56663.875,66.825,105,4,3,1
店舗04,4,10,31.5,73852.75,85.05000000000001,48,3,3,0
店舗04,4,11,39.875,93960.375,107.66250000000001,48,4,4,0
店舗04,4,12,42.25,99609.375,114.075,48,4,4,0
店舗04,4,13,37.125,87179.75,100.23750000000001,48,3,3,0
店舗04,4,14,30.5,71487.875,82.35000000000001,48,3,3,0
店舗04,4,15,28.875,68517.0,77.9625,48,3,3,0
店舗04,4,16,34.75,79370.875,93.825,48,3,3,0
店舗04,4,17,41.75,95053.75,112.72500000000001,48,4,4,0
店舗04,4,18,46.125,111211.375,124.53750000000001,48,4,4,0
店舗04,4,19,41.25,92937.625,111.37500000000001,48,4,4,0
店舗04,4,20,31.625,74877.625,85.3875,105,4,3,1
店舗04,4,21,25.375,58329.75,68.5125,105,4,3,1
店舗04,5,8,29.5,70105.125,79.65,105,4,3,1
店舗04,5,9,31.625,73682.25,85.3875,105,4,3,1
店舗04,5,10,39.5,95976.625,106.65,48,4,3,1
店舗04,5,11,46.875,111148.625,126.56250000000001,48,4,4,0
店舗04,5,12,50.25,119667.25,135.675,48,4,4,0
店舗04,5,13,47.25,109767.625,127.575,48,4,4,0
店舗04,5,14,38.75,90918.5,104.625,48,4,3,1
店舗04,5,15,36.0,85803.0,97.2,48,3,4,-1
店舗04,5,16,38.375,91537.625,103.61250000000001,48,4,4,0
店舗04,5,17,50.125,117999.375,135.3375,48,4,4,0
店舗04,5,18,56.625,133803.25,152.88750000000002,48,5,4,1
店舗04,5,19,51.125,116803.625,138.03750000000002,48,4,4,0
店舗04,5,20,39.5,86213.5,106.65,105,5,4,1
店舗04,5,21,33.25,74582.125,89.775,105,4,3,1
店舗04,6,8,29.625,71215.375,79.98750000000001,105,4,3,1
店舗04,6,9,32.5,77675.0,87.75,105,4,3,1
店舗04,6,10,39.75,94707.625,107.325,48,4,4,0
店舗04,6,11,46.875,114402.875,126.56250000000001,48,4,4,0
店舗04,6,12,50.25,119517.375,135.675,48,4,4,0
店舗04,6,13,46.125,109961.375,124.53750000000001,48,4,4,0
店舗04,6,14,38.75,91237.625,104.625,48,4,4,0
店舗04,6,15,37.375,86063.875,100.91250000000001,48,3,3,0
店舗04,6,16,40.5,93820.375,109.35000000000001,48,4,4,0
店舗04,6,17,49.875,117478.0,134.66250000000002,48,4,4,0
店舗04,6,18,56.125,128449.5,151.53750000000002,48,4,4,0
店舗04,6,19,49.25,111234.875,132.97500000000002,48,4,4,0
店舗04,6,20,38.75,90912.0,104.625,105,5,4,1
店舗04,6,21,33.375,78449.375,90.11250000000001,105,4,4,0
店舗05,0,8,24.0,55877.375,64.80000000000001,105,4,3,1
店舗05,0,9,28.625,68445.625,77.28750000000001,105,4,3,1
店舗05,0,10,35.0,82475.625,94.5,48,3,4,-1
店舗05,0,11,40.25,91405.0,108.67500000000001,48,4,4,0
店舗05,0,12,46.25,109464.25,124.87500000000001,48,4,4,0
店舗05,0,13,39.0,92362.875,105.30000000000001,48,4,4,0
店舗05,0,14,33.875,79498.875,91.4625,48,3,3,0
店舗05,0,15,28.25,68264.875,76.275,48,3,3,0
店舗05,0,16,36.75,87463.375,99.22500000000001,48,3,3,0
店舗05,0,17,45.375,108160.25,122.5125,48,4,4,0
店舗05,0,18,45.75,111140.125,123.525,48,4,4,0
店舗05,0,19,42.625,106132.625,115.0875,48,4,4,0
店舗05,0,20,33.75,80433.5,91.125,105,4,3,1
店舗05,0,21,25.625,59336.125,69.1875,105,4,3,1
店舗05,1,8,25.625,59938.625,69.1875,105,4,3,1
店舗05,1,9,27.625,63948.125,74.5875,105,4,3,1
店舗05,1,10,35.125,82452.25,94.8375,48,3,3,0
店舗05,1,11,39.75,95333.75,107.325,48,4,4,0
店舗05,1,12,44.25,98543.5,119.47500000000001,48,4,4,0
店舗05,1,13,40.625,92612.25,109.68750000000001,48,4,4,0
店舗05,1,14,32.75,72985.5,88.42500000000001,48,3,3,0
店舗05,1,15,29.375,68374.75,79.3125,48,3,3,0
店舗05,1,16,34.75,80776.25,93.825,48,3,4,-1
店舗05,1,17,40.125,93294.5,108.3375,48,4,4,0
店舗05,1,18,48.75,108951.0,131.625,48,4,4,0
店舗05,1,19,41.875,100181.5,113.06250000000001,48,4,4,0
店舗05,1,20,31.25,73349.625,84.375,105,4,3,1
店舗05,1,21,25.5,61518.0,68.85000000000001,105,4,3,1
店舗05,2,8,24.125,55401.875,65.1375,105,4,3,1
店舗05,2,9,28.875,67242.375,77.9625,105,4,3,1
店舗05,2,10,32.125,72963.75,86.73750000000001,48,3,3,0
店舗05,2,11,40.0,95184.5,108.0,48,4,4,0
店舗05,2,12,42.375,104519.5,114.41250000000001,48,4,4,0
店舗05,2,13,40.0,92511.75,108.0,48,4,4,0
店舗05,2,14,32.25,74521.25,87.075,48,3,3,0
店舗05,2,15,30.5,70784.375,82.35000000000001,48,3,3,0
店舗05,2,16,32.125,75406.0,86.73750000000001,48,3,3,0
店舗05,2,17,43.875,100785.125,118.4625,48,4,4,0
店舗05,2,18,47.25,114944.25,127.575,48,4,4,0
店舗05,2,19,43.375,104180.0,117.11250000000001,48,4,4,0
店舗05,2,20,34.875,83069.375,94.16250000000001,105,4,3,1
店舗05,2,21,28.5,68132.25,76.95,105,4,3,1
