store,raw_task_name,minutes
店舗01,店内清掃,89.8
店舗01,店内清掃,83.5
店舗01,店内清掃,47.8
店舗01,清掃,82.1
店舗01,店内清掃,85.4
店舗01,清掃,100.9
店舗01,クリンリネス,102.8
店舗01,清掃,110.6
店舗01,清掃,79.5
店舗01,クリンリネス,101.7
店舗01,清掃,88.4
店舗01,クリンリネス,83.0
店舗01,店内清掃,72.5
店舗01,クリンリネス,78.5
店舗01,クリンリネス,101.8
店舗01,清掃,98.3
店舗01,店内清掃,81.0
店舗01,店内清掃,80.2
店舗01,店内清掃,82.9
店舗01,清掃,85.8
店舗01,クリンリネス,99.4
店舗01,クリンリネス,118.4
店舗01,クリンリネス,110.5
店舗01,店内清掃,94.1
店舗01,クリンリネス,81.4
店舗01,清掃,80.5
店舗01,棚卸,117.4
店舗01,棚卸,142.5
店舗01,棚卸,101.5
店舗01,棚卸,94.2
店舗01,在庫確認,111.7
店舗01,在庫確認,110.0
店舗01,棚卸,110.3
店舗01,棚卸,88.8
店舗01,在庫確認,132.3
店舗01,発注,118.1
店舗01,発注在庫,100.7
店舗01,棚卸,111.2
店舗01,棚卸,118.2
店舗01,棚卸,108.3
店舗01,棚卸,86.8
店舗01,棚卸,97.1
店舗01,発注在庫,124.8
店舗01,在庫確認,111.6
店舗01,棚卸,118.9
店舗01,発注,105.9
店舗01,発注在庫,135.3
店舗01,発注在庫,123.6
店舗01,発注,148.1
店舗01,発注在庫,87.3
店舗01,在庫確認,59.6
店舗01,在庫確認,126.2
店舗01,発注,111.7
店舗01,棚卸,88.4
店舗01,発注,113.3
店舗01,発注,123.8
店舗01,在庫確認,121.7
店舗01,棚卸,107.8
店舗01,発注,121.1
店舗01,発注在庫,89.1
店舗01,棚卸,131.6
店舗02,会計,171.9
店舗02,キャッシャー,202.5
店舗02,レジ,118.2
店舗02,キャッシャー,147.8
店舗02,POS対応,188.0
店舗02,キャッシャー,128.2
店舗02,POS対応,147.3
店舗02,キャッシャー,154.6
店舗02,POS対応,144.1
店舗02,POS対応,176.4
店舗02,レジ,204.8
店舗02,キャッシャー,231.7
店舗02,POS対応,165.2
店舗02,会計,148.8
店舗02,キャッシャー,159.9
店舗02,レジ,133.1
店舗02,レジ,139.4
店舗02,レジ,120.3
店舗02,レジ,171.3
店舗02,会計,135.4
店舗02,会計,210.5
店舗02,キャッシャー,131.1
店舗02,キャッシャー,155.2
店舗02,会計,160.2
店舗02,レジ,164.0
店舗02,キャッシャー,156.8
店舗02,会計,142.0
店舗02,POS対応,157.1
店舗02,会計,147.3
店舗02,レジ,156.9
店舗02,レジ,188.0
店舗02,会計,193.0
店舗02,キャッシャー,177.7
店舗02,キャッシャー,158.4
店舗02,POS対応,153.8
店舗02,棚補充,234.2
店舗02,商品補充,218.2
店舗02,補充作業,206.1
店舗02,棚補充,232.3
店舗02,棚補充,170.7
店舗02,補充作業,126.8
店舗02,棚補充,263.7
店舗02,棚補充,184.0
店舗02,品出し,221.2
店舗02,商品補充,195.7
店舗02,品出し,295.5
店舗02,品出し,208.8
店舗02,品出し,187.5
店舗02,商品補充,204.2
店舗02,品出し,253.8
店舗02,品出し,207.3
店舗02,補充作業,195.5
店舗02,棚補充,224.3
店舗02,補充作業,250.2
店舗02,棚補充,254.1
店舗02,商品補充,209.8
店舗02,補充作業,126.7
店舗02,品出し,246.7
店舗02,棚補充,240.1
店舗02,品出し,267.1
店舗02,品出し,197.1
店舗02,品出し,194.3
店舗02,商品補充,172.3
店舗02,品出し,219.7
店舗02,商品補充,230.5
店舗02,棚補充,208.0
店舗02,商品補充,136.8
店舗02,棚補充,213.3
店舗02,商品補充,173.0
店舗02,商品補充,201.3
店舗02,惣菜調理,333.4
店舗02,弁当製造,273.8
店舗02,デリカ,214.6
店舗02,弁当製造,271.5
店舗02,デリカ,251.2
店舗02,惣菜調理,273.8
店舗02,惣菜調理,239.5
店舗02,デリカ,247.3
店舗02,デリカ,255.9
店舗02,弁当製造,269.4
店舗02,惣菜調理,286.8
店舗02,惣菜調理,279.5
店舗02,惣菜,246.5
店舗02,惣菜,200.6
店舗02,デリカ,190.5
店舗02,弁当製造,167.9
店舗02,弁当製造,309.7
店舗02,惣菜調理,309.4
店舗02,デリカ,168.4
店舗02,惣菜,320.5
店舗02,惣菜調理,289.7
店舗02,惣菜,179.2
店舗02,弁当製造,205.0
店舗02,惣菜,245.5
店舗02,惣菜,257.0
店舗02,弁当製造,205.8
店舗02,惣菜調理,276.9
店舗02,弁当製造,272.2
店舗02,デリカ,236.0
店舗02,惣菜,242.2
店舗02,デリカ,286.7
店舗02,惣菜,261.3
店舗02,デリカ,297.4
店舗02,惣菜,262.3
店舗02,惣菜,240.0
店舗02,店内清掃,99.4
店舗02,クリンリネス,86.5
店舗02,店内清掃,111.8
店舗02,店内清掃,83.7
店舗02,クリンリネス,130.8
店舗02,清掃,107.2
店舗02,クリンリネス,86.8
店舗02,店内清掃,111.3
店舗02,店内清掃,100.6
店舗02,清掃,125.7
店舗02,清掃,95.3
店舗02,清掃,81.3
店舗02,店内清掃,86.5
店舗02,クリンリネス,110.5
店舗02,清掃,103.3
店舗02,クリンリネス,85.2
店舗02,クリンリネス,94.8
店舗02,店内清掃,86.9
店舗02,クリンリネス,82.1
店舗02,クリンリネス,107.7
店舗02,店内清掃,90.9
店舗02,清掃,100.2
店舗02,清掃,94.9
店舗02,清掃,91.3
店舗02,清掃,63.5
店舗02,クリンリネス,76.8
店舗02,クリンリネス,84.2
店舗02,店内清掃,70.7
店舗02,清掃,98.9
店舗02,クリンリネス,97.1
店舗02,クリンリネス,96.2
店舗02,店内清掃,102.8
店舗02,クリンリネス,101.8
店舗02,清掃,82.9
店舗02,クリンリネス,112.4
店舗02,発注在庫,131.7
店舗02,棚卸,115.0
店舗02,在庫確認,110.6
店舗02,発注在庫,78.2
店舗02,発注在庫,86.3
店舗02,発注在庫,108.1
店舗02,棚卸,134.9
店舗02,発注在庫,97.9
店舗02,在庫確認,124.4
店舗02,棚卸,122.0
店舗02,発注在庫,124.2
店舗02,発注在庫,101.3
店舗02,発注,127.9
店舗02,在庫確認,132.8
店舗02,棚卸,109.6
店舗02,在庫確認,74.1
店舗02,在庫確認,103.2
店舗02,棚卸,102.5
店舗02,棚卸,122.6
店舗02,在庫確認,128.7
店舗02,在庫確認,113.4
店舗02,発注,111.0
店舗02,発注在庫,138.2
店舗02,棚卸,108.0
店舗02,発注,149.7
店舗02,棚卸,124.4
店舗02,在庫確認,115.6
店舗02,発注在庫,123.4
店舗02,発注,71.6
店舗02,発注在庫,107.2
店舗02,在庫確認,101.2
店舗02,発注在庫,82.6
店舗02,発注在庫,78.2
店舗02,棚卸,118.1
店舗02,棚卸,67.5
店舗03,レジ,182.5
店舗03,キャッシャー,152.8
店舗03,レジ,186.9
店舗03,POS対応,125.3
店舗03,会計,148.5
店舗03,キャッシャー,124.4
店舗03,キャッシャー,139.4
店舗03,レジ,143.6
店舗03,キャッシャー,186.7
店舗03,レジ,173.1
店舗03,レジ,153.2
店舗03,会計,175.4
店舗03,キャッシャー,148.7
店舗03,POS対応,208.6
店舗03,POS対応,112.0
店舗03,POS対応,169.8
店舗03,会計,123.2
店舗03,POS対応,133.0
店舗03,POS対応,182.8
店舗03,会計,191.0
店舗03,キャッシャー,119.3
店舗03,レジ,125.0
店舗03,会計,193.0
店舗03,レジ,170.7
店舗03,POS対応,165.9
店舗03,会計,158.5
店舗03,レジ,173.1
店舗03,会計,155.2
店舗03,会計,174.7
店舗03,POS対応,149.1
店舗03,レジ,156.8
店舗03,キャッシャー,182.8
店舗03,キャッシャー,137.4
店舗03,キャッシャー,168.2
店舗03,会計,173.1
店舗03,品出し,244.8
店舗03,商品補充,232.4
店舗03,品出し,152.0
店舗03,商品補充,200.8
店舗03,品出し,258.6
店舗03,商品補充,230.4
店舗03,品出し,150.8
店舗03,補充作業,181.6
店舗03,品出し,293.2
店舗03,品出し,212.5
店舗03,補充作業,214.3
店舗03,棚補充,192.3
店舗03,棚補充,223.6
店舗03,商品補充,132.7
店舗03,棚補充,190.9
店舗03,補充作業,229.8
店舗03,品出し,250.9
店舗03,棚補充,253.0
店舗03,商品補充,208.5
店舗03,棚補充,210.1
店舗03,品出し,141.2
店舗03,品出し,195.1
店舗03,補充作業,197.4
店舗03,品出し,264.5
店舗03,補充作業,192.5
店舗03,商品補充,195.5
店舗03,品出し,178.8
店舗03,商品補充,207.5
店舗03,補充作業,207.9
店舗03,商品補充,194.6
店舗03,棚補充,224.4
店舗03,品出し,191.9
店舗03,商品補充,195.9
店舗03,商品補充,259.7
店舗03,品出し,199.9
店舗03,惣菜調理,374.2
店舗03,惣菜調理,242.0
店舗03,惣菜調理,245.1
店舗03,惣菜,248.5
店舗03,惣菜調理,298.3
店舗03,惣菜,276.8
店舗03,惣菜,303.4
店舗03,弁当製造,268.7
店舗03,惣菜,306.1
店舗03,デリカ,213.8
店舗03,惣菜,238.7
店舗03,デリカ,245.4
店舗03,デリカ,210.8
店舗03,デリカ,300.5
店舗03,弁当製造,236.4
店舗03,弁当製造,274.4
店舗03,惣菜調理,301.6
店舗03,弁当製造,352.3
店舗03,弁当製造,250.1
店舗03,惣菜,282.0
店舗03,惣菜調理,259.2
店舗03,惣菜,214.4
店舗03,惣菜,307.8
店舗03,惣菜,312.1
店舗03,惣菜調理,270.9
店舗03,惣菜調理,309.8
店舗03,デリカ,241.4
店舗03,惣菜調理,343.9
店舗03,惣菜調理,213.0
店舗03,惣菜調理,264.9
店舗03,惣菜調理,154.1
店舗03,惣菜,267.3
店舗03,デリカ,191.7
店舗03,弁当製造,263.4
店舗03,惣菜,259.0
店舗03,クリンリネス,89.7
店舗03,清掃,72.9
店舗03,店内清掃,84.5
店舗03,クリンリネス,98.5
店舗03,クリンリネス,93.9
店舗03,クリンリネス,89.3
店舗03,クリンリネス,106.2
店舗03,クリンリネス,87.7
店舗03,店内清掃,55.3
店舗03,クリンリネス,87.7
店舗03,店内清掃,81.2
店舗03,クリンリネス,107.4
店舗03,クリンリネス,94.4
店舗03,店内清掃,72.1
店舗03,清掃,90.4
店舗03,クリンリネス,88.5
店舗03,店内清掃,79.1
店舗03,クリンリネス,101.2
店舗03,店内清掃,110.4
店舗03,店内清掃,79.5
店舗03,清掃,79.0
店舗03,店内清掃,122.5
店舗03,店内清掃,101.3
店舗03,クリンリネス,92.1
店舗03,店内清掃,94.5
店舗03,清掃,113.8
店舗03,店内清掃,99.0
店舗03,クリンリネス,99.6
店舗03,店内清掃,102.5
店舗03,店内清掃,82.2
店舗03,店内清掃,110.7
店舗03,店内清掃,109.4
店舗03,クリンリネス,120.0
店舗03,店内清掃,100.4
店舗03,店内清掃,143.6
店舗03,在庫確認,90.8
店舗03,在庫確認,105.1
店舗03,在庫確認,87.2
店舗03,発注在庫,96.8
店舗03,発注在庫,105.2
店舗03,棚卸,108.1
店舗03,棚卸,97.4
店舗03,棚卸,84.2
店舗03,発注在庫,120.2
店舗03,発注,114.6
店舗03,在庫確認,89.6
店舗03,棚卸,105.2
店舗03,在庫確認,95.3
店舗03,在庫確認,98.3
店舗03,発注,110.8
店舗03,在庫確認,103.5
店舗03,発注在庫,147.2
店舗03,在庫確認,113.8
店舗03,在庫確認,125.2
店舗03,発注在庫,122.3
店舗03,発注在庫,150.5
店舗03,発注在庫,109.6
店舗03,発注在庫,119.7
店舗03,棚卸,116.1
店舗03,棚卸,99.6
店舗03,発注在庫,123.8
店舗03,棚卸,127.3
店舗03,発注,106.2
店舗03,発注,122.9
店舗03,棚卸,116.3
店舗03,発注在庫,133.7
店舗03,発注,122.9
店舗03,棚卸,101.8
店舗03,発注,116.4
店舗03,在庫確認,81.9
店舗04,キャッシャー,169.6
店舗04,キャッシャー,99.8
店舗04,キャッシャー,165.0
店舗04,キャッシャー,174.9
店舗04,キャッシャー,180.5
店舗04,POS対応,133.4
店舗04,キャッシャー,113.9
店舗04,会計,178.0
店舗04,会計,189.9
店舗04,POS対応,180.6
店舗04,会計,121.5
店舗04,POS対応,163.2
店舗04,キャッシャー,177.0
店舗04,会計,175.3
店舗04,キャッシャー,153.9
店舗04,レジ,136.5
店舗04,会計,142.4
店舗04,POS対応,179.4
店舗04,POS対応,188.5
店舗04,キャッシャー,160.0
店舗04,キャッシャー,177.9
店舗04,POS対応,152.5
店舗04,POS対応,142.7
店舗04,キャッシャー,139.0
店舗04,POS対応,148.5
店舗04,POS対応,139.0
店舗04,レジ,167.3
店舗04,キャッシャー,155.4
店舗04,レジ,138.8
店舗04,会計,147.1
店舗04,会計,161.2
店舗04,会計,127.9
店舗04,POS対応,215.6
店舗04,POS対応,170.5
店舗04,キャッシャー,140.7
店舗04,商品補充,205.8
店舗04,補充作業,196.8
店舗04,補充作業,201.0
店舗04,商品補充,224.1
店舗04,商品補充,208.7
店舗04,品出し,186.1
店舗04,補充作業,194.5
店舗04,品出し,225.5
店舗04,棚補充,236.8
店舗04,棚補充,210.0
店舗04,棚補充,204.3
店舗04,補充作業,151.5
店舗04,補充作業,197.4
店舗04,補充作業,175.1
店舗04,品出し,214.5
店舗04,補充作業,171.9
店舗04,棚補充,262.0
店舗04,品出し,156.1
店舗04,商品補充,170.8
店舗04,商品補充,184.7
店舗04,棚補充,176.8
店舗04,棚補充,229.3
店舗04,品出し,238.3
店舗04,商品補充,244.4
店舗04,棚補充,201.8
店舗04,品出し,225.7
店舗04,補充作業,268.9
店舗04,商品補充,245.9
店舗04,補充作業,298.5
店舗04,品出し,213.2
店舗04,商品補充,216.0
店舗04,棚補充,179.3
店舗04,品出し,152.0
店舗04,補充作業,192.2
店舗04,補充作業,241.9
店舗04,惣菜,306.2
店舗04,惣菜調理,346.4
店舗04,惣菜,266.2
店舗04,デリカ,192.7
店舗04,弁当製造,234.2
店舗04,弁当製造,267.1
店舗04,デリカ,264.5
店舗04,惣菜,200.0
店舗04,惣菜調理,256.0
店舗04,デリカ,305.2
店舗04,惣菜,254.8
店舗04,弁当製造,207.6
店舗04,デリカ,219.6
店舗04,惣菜調理,284.0
店舗04,デリカ,248.0
店舗04,弁当製造,226.4
店舗04,弁当製造,271.5
店舗04,弁当製造,260.8
店舗04,惣菜,211.8
店舗04,惣菜,238.0
店舗04,惣菜,219.0
店舗04,デリカ,350.3
店舗04,惣菜調理,340.8
店舗04,惣菜調理,249.0
店舗04,弁当製造,257.1
店舗04,デリカ,242.5
店舗04,惣菜,314.9
店舗04,デリカ,247.7
店舗04,デリカ,293.3
店舗04,惣菜調理,250.0
店舗04,惣菜調理,284.7
店舗04,弁当製造,206.2
店舗04,弁当製造,203.1
店舗04,惣菜,196.0
店舗04,惣菜調理,199.0
店舗04,店内清掃,113.7
店舗04,クリンリネス,90.3
店舗04,清掃,80.5
店舗04,店内清掃,104.6
店舗04,清掃,81.5
店舗04,クリンリネス,121.2
店舗04,店内清掃,95.3
店舗04,クリンリネス,101.1
店舗04,清掃,123.2
店舗04,清掃,102.9
店舗04,清掃,88.6
店舗04,清掃,107.8
店舗04,クリンリネス,96.7
店舗04,清掃,138.8
店舗04,清掃,98.5
店舗04,クリンリネス,99.1
店舗04,店内清掃,91.9
店舗04,清掃,96.4
店舗04,店内清掃,98.4
店舗04,クリンリネス,87.6
店舗04,清掃,91.2
店舗04,クリンリネス,103.7
店舗04,店内清掃,89.5
店舗04,クリンリネス,84.8
店舗04,クリンリネス,106.1
店舗04,クリンリネス,101.4
店舗04,店内清掃,83.6
店舗04,清掃,120.6
店舗04,清掃,104.7
店舗04,清掃,80.6
店舗04,店内清掃,84.6
店舗04,クリンリネス,80.4
店舗04,クリンリネス,86.6
店舗04,店内清掃,101.2
店舗04,クリンリネス,78.4
店舗04,発注,109.5
店舗04,棚卸,121.3
店舗04,発注,124.6
店舗04,発注,114.8
店舗04,発注,140.8
店舗04,発注在庫,93.4
店舗04,棚卸,120.2
店舗04,発注在庫,106.3
店舗04,在庫確認,99.5
店舗04,在庫確認,105.6
店舗04,発注,125.8
店舗04,発注,126.3
店舗04,棚卸,115.9
店舗04,発注在庫,68.5
店舗04,発注在庫,116.5
店舗04,棚卸,76.1
店舗04,在庫確認,107.2
店舗04,在庫確認,102.1
店舗04,発注,137.0
店舗04,発注,105.6
店舗04,発注在庫,134.4
店舗04,棚卸,119.0
店舗04,発注在庫,96.4
店舗04,発注,84.5
店舗04,棚卸,109.3
店舗04,発注,104.2
店舗04,発注在庫,114.6
店舗04,発注在庫,87.8
店舗04,棚卸,101.1
店舗04,棚卸,101.3
店舗04,発注,105.2
店舗04,在庫確認,84.5
店舗04,発注在庫,100.6
店舗04,発注,104.5
店舗04,在庫確認,112.0
店舗05,POS対応,177.5
店舗05,会計,143.8
店舗05,キャッシャー,192.6
店舗05,会計,169.9
店舗05,会計,167.1
店舗05,POS対応,187.3
店舗05,POS対応,166.4
店舗05,POS対応,187.1
店舗05,POS対応,159.1
店舗05,キャッシャー,151.4
店舗05,会計,201.2
店舗05,会計,166.4
店舗05,会計,127.7
店舗05,レジ,202.1
店舗05,キャッシャー,171.5
店舗05,レジ,151.2
店舗05,キャッシャー,134.7
店舗05,キャッシャー,169.9
店舗05,キャッシャー,150.8
店舗05,POS対応,143.5
店舗05,会計,151.1
店舗05,会計,137.0
店舗05,会計,160.0
店舗05,POS対応,205.3
店舗05,レジ,168.6
店舗05,会計,172.7
店舗05,レジ,171.6
店舗05,レジ,167.2
店舗05,POS対応,97.9
店舗05,レジ,213.5
店舗05,POS対応,165.6
店舗05,会計,123.8
店舗05,キャッシャー,142.2
店舗05,POS対応,173.7
店舗05,レジ,217.0
店舗05,補充作業,161.5
店舗05,棚補充,138.7
店舗05,棚補充,208.6
店舗05,補充作業,248.2
店舗05,商品補充,195.7
店舗05,品出し,175.6
店舗05,棚補充,200.5
店舗05,補充作業,226.7
店舗05,商品補充,222.4
店舗05,品出し,219.0
店舗05,品出し,232.2
店舗05,棚補充,223.1
店舗05,商品補充,264.0
店舗05,棚補充,226.4
店舗05,補充作業,232.7
店舗05,補充作業,234.4
店舗05,商品補充,213.4
店舗05,棚補充,185.3
店舗05,品出し,197.0
店舗05,補充作業,260.0
店舗05,補充作業,225.1
店舗05,品出し,219.1
店舗05,補充作業,249.0
店舗05,補充作業,178.8
店舗05,棚補充,104.7
店舗05,品出し,180.2
店舗05,棚補充,230.9
店舗05,補充作業,247.4
店舗05,補充作業,268.6
店舗05,商品補充,268.8
店舗05,品出し,256.3
店舗05,棚補充,208.6
店舗05,品出し,166.7
店舗05,商品補充,212.1
店舗05,補充作業,251.3
店舗05,惣菜,300.1
店舗05,弁当製造,158.3
店舗05,惣菜調理,255.9
店舗05,弁当製造,279.2
店舗05,惣菜,214.5
店舗05,惣菜,287.5
店舗05,惣菜調理,357.6
店舗05,惣菜,289.4
店舗05,惣菜調理,207.1
店舗05,惣菜,336.1
店舗05,惣菜調理,259.1
店舗05,デリカ,192.6
店舗05,惣菜調理,286.3
店舗05,デリカ,274.7
店舗05,弁当製造,286.3
店舗05,惣菜調理,194.8
店舗05,弁当製造,268.7
店舗05,惣菜,240.7
店舗05,弁当製造,274.7
店舗05,デリカ,315.1
店舗05,デリカ,265.8
店舗05,惣菜,248.1
店舗05,弁当製造,330.6
店舗05,デリカ,239.1
店舗05,デリカ,223.4
店舗05,弁当製造,174.0
店舗05,弁当製造,275.4
店舗05,デリカ,255.4
店舗05,デリカ,272.7
店舗05,惣菜,271.1
店舗05,デリカ,203.7
店舗05,惣菜,249.5
店舗05,デリカ,277.3
店舗05,惣菜,223.4
店舗05,惣菜調理,296.9
店舗05,店内清掃,77.2
店舗05,店内清掃,115.4
店舗05,店内清掃,75.6
店舗05,クリンリネス,119.6
店舗05,清掃,91.6
店舗05,店内清掃,110.7
店舗05,清掃,92.2
店舗05,清掃,93.5
店舗05,クリンリネス,102.2
店舗05,清掃,81.6
店舗05,店内清掃,90.9
店舗05,店内清掃,94.1
店舗05,清掃,71.8
店舗05,店内清掃,91.7
店舗05,クリンリネス,111.6
店舗05,クリンリネス,93.2
店舗05,クリンリネス,102.7
店舗05,清掃,77.0
店舗05,清掃,58.7
店舗05,店内清掃,98.8
店舗05,清掃,112.7
店舗05,クリンリネス,104.1
店舗05,清掃,90.1
店舗05,清掃,116.8
店舗05,店内清掃,96.3
店舗05,清掃,72.2
店舗05,クリンリネス,70.6
店舗05,清掃,82.6
店舗05,クリンリネス,126.1
店舗05,店内清掃,119.1
店舗05,清掃,108.4
店舗05,店内清掃,69.8
店舗05,店内清掃,117.7
店舗05,清掃,119.1
店舗05,店内清掃,105.2
店舗05,発注,117.8
店舗05,発注,118.2
店舗05,在庫確認,107.7
店舗05,棚卸,135.1
店舗05,在庫確認,112.7
店舗05,在庫確認,99.4
店舗05,在庫確認,74.4
店舗05,在庫確認,117.8
店舗05,発注,95.4
店舗05,発注,127.1
店舗05,発注在庫,100.4
店舗05,発注,127.0
店舗05,発注在庫,125.3
店舗05,棚卸,75.1
店舗05,発注,110.8
店舗05,棚卸,100.5
店舗05,棚卸,92.5
店舗05,発注在庫,108.6
店舗05,発注,119.9
店舗05,発注在庫,118.0
店舗05,在庫確認,101.7
店舗05,在庫確認,104.7
店舗05,発注在庫,106.9
店舗05,在庫確認,129.6
店舗05,発注,116.6
店舗05,発注在庫,85.3
店舗05,在庫確認,99.8
店舗05,発注在庫,91.6
店舗05,発注,122.3
店舗05,棚卸,127.2
店舗05,発注在庫,108.4
店舗05,発注在庫,105.1
店舗05,在庫確認,129.9
店舗05,棚卸,108.8
店舗05,発注在庫,106.5
店舗06,POS対応,124.3
店舗06,POS対応,116.8
店舗06,POS対応,149.4
店舗06,POS対応,177.5
店舗06,キャッシャー,159.3
店舗06,POS対応,161.1
店舗06,レジ,160.3
店舗06,会計,196.4
店舗06,会計,120.8
店舗06,キャッシャー,155.3
店舗06,レジ,180.0
店舗06,会計,160.2
店舗06,キャッシャー,153.2
店舗06,会計,160.1
店舗06,キャッシャー,210.4
店舗06,レジ,160.6
店舗06,キャッシャー,156.3
店舗06,レジ,144.9
店舗06,キャッシャー,163.7
店舗06,POS対応,168.3
店舗06,レジ,169.0
店舗06,会計,162.4
店舗06,キャッシャー,200.2
店舗06,POS対応,226.7
店舗06,キャッシャー,161.3
店舗06,キャッシャー,141.4
店舗06,POS対応,195.9
店舗06,POS対応,171.7
店舗06,レジ,153.2
店舗06,キャッシャー,154.0
店舗06,POS対応,139.8
店舗06,キャッシャー,199.5
店舗06,会計,172.0
店舗06,POS対応,188.0
店舗06,キャッシャー,137.2
店舗06,棚補充,228.6
店舗06,棚補充,230.7
店舗06,棚補充,182.2
店舗06,棚補充,230.5
店舗06,品出し,188.4
店舗06,商品補充,184.9
店舗06,補充作業,220.9
店舗06,品出し,162.6
店舗06,商品補充,162.7
店舗06,棚補充,253.5
店舗06,商品補充,274.3
店舗06,棚補充,232.5
店舗06,補充作業,183.2
店舗06,品出し,218.0
店舗06,棚補充,249.9
店舗06,品出し,178.8
店舗06,商品補充,252.8
店舗06,品出し,203.2
店舗06,品出し,183.7
店舗06,商品補充,216.9
店舗06,品出し,272.0
店舗06,棚補充,154.6
店舗06,棚補充,188.7
店舗06,補充作業,254.4
店舗06,品出し,214.1
店舗06,補充作業,244.2
店舗06,棚補充,224.2
店舗06,棚補充,265.5
店舗06,品出し,184.2
店舗06,補充作業,225.8
店舗06,品出し,213.7
店舗06,棚補充,243.7
店舗06,棚補充,214.3
店舗06,品出し,222.6
店舗06,品出し,200.3
店舗06,デリカ,327.1
店舗06,惣菜調理,247.4
店舗06,デリカ,282.0
店舗06,弁当製造,292.2
店舗06,惣菜,289.9
店舗06,弁当製造,156.3
店舗06,弁当製造,313.1
店舗06,デリカ,259.1
店舗06,惣菜,288.9
店舗06,惣菜調理,318.8
店舗06,惣菜,300.0
店舗06,弁当製造,228.5
店舗06,弁当製造,160.7
店舗06,デリカ,306.1
店舗06,デリカ,309.5
店舗06,惣菜調理,253.6
店舗06,デリカ,236.5
店舗06,惣菜調理,253.2
店舗06,惣菜,219.3
店舗06,弁当製造,205.8
店舗06,惣菜調理,251.8
店舗06,惣菜調理,272.3
店舗06,惣菜,259.9
店舗06,弁当製造,221.2
店舗06,弁当製造,260.1
店舗06,弁当製造,254.3
店舗06,惣菜調理,341.4
店舗06,惣菜,282.2
店舗06,弁当製造,240.7
店舗06,デリカ,259.0
店舗06,デリカ,364.2
店舗06,弁当製造,275.0
店舗06,デリカ,225.5
店舗06,惣菜,227.1
店舗06,惣菜調理,359.0
店舗06,店内清掃,119.9
店舗06,店内清掃,89.7
