product_id,product_name,category,sales,customers,transactions,sales_share,cumulative_share,ABC,repeat_rate,max_pair_lift,customers_index,repeat_rate_index,max_pair_lift_index,growth_room,flyer_score
P005,青果5,青果,1339922,1499,2807,0.014774149805963876,0.47900169536622283,A,0.561707805203469,1.0978905328909159,0.8873873873873874,0.9666384564021224,0.3865132989117418,0.11261261261261257,0.6657654163059435
P048,乳製品8,乳製品,780151,1522,2772,0.008602043809469898,0.8572459608789276,B,0.5302233902759527,1.148070575794416,0.9391891891891891,0.8181819827399208,0.4859609613776425,0.060810810810810856,0.6638735738672287
P002,青果2,青果,1025092,1506,2777,0.011302794321531492,0.706403386723346,B,0.5391766268260292,1.1379244414872305,0.9031531531531531,0.8603986137031422,0.4658531798467442,0.09684684684684686,0.6621935790181022
P037,惣菜7,惣菜,1413730,1486,2762,0.01558796616906455,0.434045177503495,A,0.5370121130551817,1.1570485813968798,0.8581081081081081,0.850192418595084,0.5037537255745121,0.14189189189189189,0.6601081576640206
P041,乳製品1,乳製品,1279486,1512,2858,0.014107774809752728,0.507568228652407,A,0.5687830687830688,1.0542048540816242,0.9166666666666666,1.0,0.29993627766098585,0.08333333333333337,0.6583174027485797
P046,乳製品6,乳製品,1041509,1524,2841,0.011483810244372157,0.6722562109317454,A,0.5485564304461942,1.081299642313885,0.9436936936936937,0.9046266094368872,0.3536331897957296,0.056306306306306286,0.6533036885468929
P035,惣菜5,惣菜,1958875,1511,2792,0.021598804035725578,0.18338852479454495,A,0.5347452018530774,1.1193672261656682,0.9144144144144144,0.8395033953451831,0.42907617490964717,0.0855855855855856,0.6500277754465904
P047,乳製品7,乳製品,962212,1502,2831,0.010609471471545442,0.7499366852236748,B,0.5466045272969374,1.0934354239475017,0.8941441441441441,0.8954229237677738,0.37768408823718175,0.10585585585585588,0.6471055818300677
P007,青果7,青果,1063579,1499,2765,0.011727156861725721,0.63754378075235,A,0.542361574382922,1.1011526642185958,0.8873873873873874,0.8754163958084757,0.3929782462578097,0.11261261261261257,0.6445761379940488
P050,乳製品10,乳製品,1178465,1491,2781,0.012993904459427653,0.5881967694793813,A,0.5425888665325285,1.0953342847509353,0.8693693693693694,0.8764881321294258,0.38144728287240237,0.13063063063063063,0.6383577276243309
P045,乳製品5,乳製品,937986,1477,2743,0.010342352524920728,0.7811121213861002,B,0.5436696005416385,1.1015753937569424,0.8378378378378378,0.881584048960933,0.3938160188464999,0.16216216216216217,0.6364175845194259
P004,青果4,青果,773907,1497,2739,0.008533196674048255,0.8657791575529759,B,0.5190380761523046,1.1353534056566434,0.8828828828828829,0.7654405773358913,0.4607578573106584,0.11711711711711714,0.6331261852382141
P040,惣菜10,惣菜,1121352,1502,2730,0.012364169282403904,0.6258166238906242,A,0.5319573901464714,1.0916745855770245,0.8941441441441441,0.8263582028380412,0.37419442880701786,0.10585585585585588,0.6289669867400935
P008,青果8,青果,1373130,1511,2759,0.015140305423049383,0.4491854829265444,A,0.5208471211118465,1.095223602501657,0.9144144144144144,0.7739706528036511,0.38122793090834856,0.0855855855855856,0.6216825288108828
P027,鮮魚7,鮮魚,1215690,1105,1694,0.013404352027664464,0.5621380735916558,A,0.38733031674208146,1.4074482260331886,0.0,0.14440729591693635,1.0,1.0,0.43610182397923414
P015,精肉5,精肉,1035597,1186,1793,0.01141862378303123,0.6951005924018145,A,0.38532883642495785,1.286539286245981,0.18243243243243243,0.13496984215867097,0.7603806067644989,0.8175675675675675,0.41032409871727893
P057,飲料7,飲料,467369,1194,1804,0.005153269832619757,0.995522532501962,C,0.3927973199329983,1.2530208015156254,0.20045045045045046,0.17018551085572503,0.6939531036584715,0.7995495495495495,0.4061247437186392
P068,菓子8,菓子,578636,1176,1799,0.0063801138776165426,0.938141422182245,C,0.407312925170068,1.223497959495082,0.15990990990990991,0.23863002765964414,0.6354442332308555,0.8400900900900901,0.4005005472046069
P063,菓子3,菓子,594893,1162,1758,0.0065593656201773445,0.9252457384598988,C,0.3812392426850258,1.2965498629641121,0.12837837837837837,0.11568643902924769,0.7802197379599062,0.8716216216216216,0.3996522199229642
P014,精肉4,精肉,1997274,1176,1814,0.022022196276765882,0.11795019364028665,A,0.4030612244897959,1.2267235247824433,0.15990990990990991,0.21858225191048333,0.6418367133763208,0.8400900900900901,0.397086723303683
P022,鮮魚2,鮮魚,1158934,1186,1805,0.012778553177890159,0.6009753226572714,A,0.38870151770657674,1.2388640925021719,0.18243243243243243,0.1508728332419851,0.6658970969646291,0.8175675675675675,0.39067896903814003
P030,鮮魚10,鮮魚,1939143,1176,1835,0.021381236502711506,0.20476976129725646,A,0.4098639455782313,1.19135760328475,0.15990990990990991,0.25065869310914085,0.5717479286644045,0.8400900900900901,0.3875836374253683
P052,飲料2,飲料,523227,1200,1825,0.0057691672205733326,0.9739972506793997,C,0.38083333333333336,1.2360747198007473,0.21396396396396397,0.11377248029387019,0.6603690707045415,0.786036036036036,0.3863281805423957
P013,精肉3,精肉,1698801,1209,1819,0.018731195147569216,0.28431897662901073,A,0.38875103391232424,1.1980085479289186,0.23423423423423423,0.15110631388030504,0.5849288838765122,0.7657657657657657,0.3808556462860511
P054,飲料4,飲料,561049,1206,1810,0.0061861973864793815,0.9443276195687245,C,0.38971807628524047,1.1960307753483916,0.22747747747747749,0.1556661477185893,0.5810093005393516,0.7725225225225225,0.37966435755998074
P065,菓子5,菓子,532362,1187,1772,0.0058698908884267445,0.9682280834588264,C,0.37320977253580456,1.2489185169526713,0.18468468468468469,0.07782558544586078,0.6858231263417864,0.8153153153153153,0.37784911488384876
P020,精肉10,精肉,1870982,1185,1758,0.020629684677363237,0.2253994459746197,A,0.3687763713080169,1.2585957162735375,0.18018018018018017,0.056921048578262246,0.7050015645413603,0.8198198198198199,0.3765166893159417
P018,精肉8,精肉,1444822,1205,1813,0.015930790501948875,0.40259472768769256,A,0.38506224066390043,1.2012852542740515,0.22522522522522523,0.13371278000042564,0.5914227162400537,0.7747747747747747,0.37632891910516486
P059,飲料9,飲料,552001,1200,1904,0.006086432991653145,0.9504140525603776,C,0.41833333333333333,1.1266389015171043,0.21396396396396397,0.29059386240146934,0.4434873047945279,0.786036036036036,0.37631308459179214
P026,鮮魚6,鮮魚,1476926,1182,1782,0.016284773275103328,0.37060193577548,A,0.3697123519458545,1.2555464166358385,0.17342342342342343,0.061334418978486245,0.698958410658243,0.8265765765765766,0.374757892093867
P019,精肉9,精肉,1604489,1181,1752,0.017691299081604134,0.3377715661970224,A,0.36833192209991533,1.2584351249686105,0.17117117117117117,0.05482536529151174,0.7046833019619909,0.8288288288288288,0.37411140104760987
P071,調味料1,調味料,983126,1178,1820,0.010840071886377,0.728536428652321,B,0.39558573853989815,1.1878259240759241,0.16441441441441443,0.1833335650415003,0.5647487867431319,0.8355855855855856,0.36990347082904096
P080,調味料10,調味料,906995,1176,1785,0.010000641830838068,0.8013557262353422,B,0.38095238095238093,1.223497959495082,0.15990990990990991,0.11433381801484649,0.6354442332308555,0.8400900900900901,0.3694264947934075
P067,菓子7,菓子,675790,1198,1846,0.007451346195802687,0.897889190270912,B,0.38814691151919867,1.1672450995566157,0.20945945945945946,0.148257733706582,0.5239613586813007,0.7905405405405406,0.3599466649888626
P029,鮮魚9,鮮魚,1500581,1171,1784,0.016545596303354282,0.3543171625003767,A,0.39709649871904357,1.1610878714482238,0.14864864864864866,0.19045715711909011,0.5117588592967056,0.8513513513513513,0.35528373383367867
P061,菓子1,菓子,505693,1159,1760,0.005575835114153876,0.9795730857935535,C,0.38481449525452976,1.2007370754245754,0.12162162162162163,0.13254460171520605,0.590336326072981,0.8783783783783784,0.3550445562713711
P056,飲料6,飲料,478755,1166,1765,0.005278813311785488,0.9903692626693422,C,0.37735849056603776,1.2115268477980943,0.1373873873873874,0.0973877736080088,0.6117196804704472,0.8626126126126126,0.35475434099709147
P060,飲料10,飲料,533012,1210,1840,0.005877057870813687,0.9623581925703997,C,0.39090909090909093,1.1380572372041828,0.23648648648648649,0.1612820637692453,0.4661163566571305,0.7635135135135135,0.35414690240389124
P064,菓子4,菓子,1036244,1204,1793,0.011425757687037925,0.6836819686187833,A,0.36627906976744184,1.193278084742813,0.22297297297297297,0.045145680313091185,0.5755539714806843,0.777027027027027,0.3497695075430385
P053,飲料3,飲料,550246,1160,1757,0.006067082139208401,0.956481134699586,C,0.39655172413793105,1.1602506203433938,0.12387387387387387,0.187888415935906,0.5100995808175609,0.8761261261261262,0.34927177396314146
P025,鮮魚5,鮮魚,1311318,1206,1818,0.014458758476431417,0.49346045384265425,A,0.37645107794361526,1.1616862303514301,0.22747747747747749,0.09310910816697875,0.5129446971477007,0.7725225225225225,0.3470089468241654
P012,精肉2,精肉,2169214,1184,1767,0.02391802851001336,0.050219354316853766,A,0.37922297297297297,1.1727555528204239,0.17792792792792791,0.10617924977093113,0.5348820686788421,0.8220720720720721,0.3458509151980289
P024,鮮魚4,鮮魚,1048898,1197,1795,0.011565282294921568,0.6607724006873732,A,0.3659147869674185,1.1815441754160416,0.2072072072072072,0.043428000628340534,0.5522995104118028,0.7927927927927928,0.3403733192014773
P066,菓子6,菓子,767869,1192,1817,0.008466620920736934,0.8742457784737128,B,0.3850671140939597,1.1334971910333589,0.19594594594594594,0.13373575937745727,0.45707917960056427,0.8040540540540541,0.3368929239336945
P075,調味料5,調味料,1057791,1174,1815,0.011663337640101688,0.6492071183924516,A,0.403747870528109,1.0978237686259076,0.1554054054054054,0.22181995061750276,0.3863809843558516,0.8445945945945946,0.33313131482441966
P058,飲料8,飲料,406078,1237,1834,0.004477467498038094,1.0,C,0.3605497170573969,1.1386471180422966,0.2972972972972973,0.018130425252502802,0.467285392534534,0.7027027027027026,0.33081341390621866
P017,精肉7,精肉,1990568,1188,1812,0.021948255070786134,0.1398984487110728,A,0.38552188552188554,1.1201939354541637,0.18693693693693694,0.13588011437556105,0.4307145614378896,0.8130630630630631,0.32903605634075006
P016,精肉6,精肉,1226427,1157,1714,0.013522739550570002,0.5487337215639914,A,0.37337942955920483,1.1739895496797643,0.11711711711711711,0.07862555849551138,0.5373276246419502,0.8828828828828829,0.3274117192077888
P011,精肉1,精肉,1622304,1163,1757,0.017887729529640097,0.3022067061586508,A,0.3869303525365434,1.131784253940164,0.13063063063063063,0.14252136995382148,0.45368445173640193,0.8693693693693694,0.325177581548682
P073,調味料3,調味料,903881,1177,1793,0.009966306472141239,0.8113220327074835,B,0.38402718776550554,1.1139738503270293,0.16216216216216217,0.12883226042579465,0.4183874909445067,0.8378378378378378,0.31923737027500776
P051,飲料1,飲料,500390,1203,1821,0.005517363564003176,0.9850904493575567,C,0.36824605153782214,1.1273241200066277,0.22072072072072071,0.054420465252267076,0.4448452824509552,0.7792792792792793,0.31896058106994973
P072,調味料2,調味料,978656,1222,1879,0.010790785099808334,0.7393272137521294,B,0.4075286415711948,1.0129653708452273,0.2635135135135135,0.2396471815847245,0.21820716840039367,0.7364864864864865,0.31716629019898224
P069,菓子9,菓子,628752,1181,1757,0.006932699245776544,0.9120680725720699,C,0.3607112616426757,1.1604374020524544,0.17117117117117117,0.018892146234929293,0.510469747985277,0.8288288288288288,0.3165747077892858
P074,調味料4,調味料,897438,1192,1794,0.009895265137496518,0.82121729784498,B,0.38422818791946306,1.0923162915257778,0.19594594594594594,0.12978002375983755,0.3754661725701052,0.8040540540540541,0.3155007382716749
P021,鮮魚1,鮮魚,807046,1150,1746,0.008898591488388072,0.8398068293160763,B,0.38173913043478264,1.1335364004136868,0.10135135135135136,0.11804352817086536,0.45715688541735366,0.8986486486486487,0.31407037366732504
P062,菓子2,菓子,590921,1163,1759,0.006515569844729752,0.9317613083046286,C,0.38091143594153054,1.1145479488268653,0.13063063063063063,0.1141407525906071,0.41952524911549227,0.8693693693693694,0.30954262655265097
P055,飲料5,飲料,657183,1187,1783,0.007246183055381401,0.9051353733262933,C,0.37826453243470937,1.093863445163922,0.18468468468468469,0.10165997562043187,0.378532347963477,0.8153153153153153,0.30698501783291415
P070,菓子10,菓子,600238,1141,1678,0.006618300267651508,0.9186863728397214,C,0.3567046450482033,1.1678280256241031,0.08108108108108109,0.0,0.5251166114759933,0.9189189189189189,0.2974953690852145
P076,調味料6,調味料,928972,1172,1760,0.010242963018403961,0.7913550844045042,B,0.36860068259385664,1.1058021390374333,0.15090090090090091,0.05609263467803503,0.40219265452997166,0.8490990990990991,0.29475150248218185
P028,鮮魚8,鮮魚,1364220,1142,1689,0.015042062633714529,0.46422754556025897,A,0.36514886164623467,1.1348513345381268,0.08333333333333333,0.03981648132479555,0.4597628442289809,0.9166666666666666,0.2915614980551108
P023,鮮魚3,鮮魚,1438627,1175,1757,0.015862483646737938,0.4184572113344305,A,0.3753191489361702,1.080125064765395,0.15765765765765766,0.08777179479246885,0.35130539203344224,0.8423423423423424,0.2913008282380093
P078,調味料8,調味料,1235132,1173,1760,0.013618721983921283,0.5352109820134213,A,0.37169650468883203,1.0491511422178281,0.15315315315315314,0.07069016912050947,0.28992074553804187,0.8468468468468469,0.2707833592952684
P077,調味料7,調味料,1184894,1220,1822,0.013064791428297886,0.5752028650199537,A,0.3729508196721312,0.902860771092191,0.25900900900900903,0.07660456135904879,0.0,0.740990990990991,0.220952942141564
P079,調味料9,調味料,942310,1165,1747,0.010390029496984018,0.7707697688611794,B,0.3742489270386266,0.9416212506754277,0.13513513513513514,0.08272544505685624,0.07681617765897297,0.8648648648648649,0.21691243270598434
